epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.6477,0,167.748,0,0,0,0,0,0,419.33,0,0.00012,0.00012,0.00012
2,38.1103,0,79.0533,0,0,0,0,0,0,192.589,0,0.000257426,0.000257426,0.000257426
3,56.8388,0,45.371,0,0,0,0,0,0,267.992,0,0.00039208,0.00039208,0.00039208
