epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.9233,0.7586,3.51375,1.10529,0.53512,0.97472,0.65321,0.46845,0.53174,6.13491,1.00907,0.000654321,0.000654321,0.000654321
2,34.7742,0.61066,2.7452,0.91473,0.75815,1,0.995,0.54255,1.29655,9.57385,1.59162,0.00130791,0.00130791,0.00130791
