epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.7672,0,15.2513,0,0,0,0,0,0,78.7539,0,0.000654321,0.000654321,0.000654321
2,34.3656,0,10.1126,0,0,0,0,0,0,686.428,0,0.00130791,0.00130791,0.00130791
